ts,temperature,dew_point,rel_humidity,wind_dir,wind_speed,visibility,stn_pressure,humidex,wind_chill,notes
2013-05-19D20:00:00.000000000,18.4,14.3,77,90,9,24.1,99.47,,,Cloudy
2013-05-19D21:00:00.000000000,17.9,14.4,80,80,6,24.1,99.51,,,Cloudy
2013-05-19D22:00:00.000000000,16.5,14.2,86,50,6,24.1,99.53,,,Cloudy
2013-05-19D23:00:00.000000000,16.5,14.3,87,360,7,24.1,99.53,,,Cloudy
2013-05-20D00:00:00.000000000,16.8,14.3,85,,0,24.1,99.53,,,Cloudy
2013-05-20D01:00:00.000000000,14.6,13.2,91,170,4,24.1,99.51,,,Mostly Cloudy
2013-05-20D02:00:00.000000000,14.2,12.6,90,160,4,24.1,99.45,,,Mainly Clear
2013-05-20D03:00:00.000000000,14,12.6,91,160,4,24.1,99.48,,,Clear
2013-05-20D04:00:00.000000000,15.1,13.1,88,,0,24.1,99.5,,,Mainly Clear
2013-05-20D05:00:00.000000000,15.6,14,90,200,6,24.1,99.53,,,Mostly Cloudy
2013-05-20D06:00:00.000000000,17.3,15.4,89,210,11,24.1,99.56,,,Mostly Cloudy
2013-05-20D07:00:00.000000000,18.9,16.2,84,170,7,24.1,99.56,,,Mostly Cloudy
2013-05-20D08:00:00.000000000,19.9,16.6,81,170,7,24.1,99.53,,,Mostly Cloudy
2013-05-20D09:00:00.000000000,21,16.8,77,160,9,24.1,99.48,26,,Mostly Cloudy
2013-05-20D10:00:00.000000000,21.7,17.1,75,130,11,24.1,99.43,27,,Mostly Cloudy
2013-05-20D11:00:00.000000000,22.5,17.5,73,130,11,24.1,99.44,28,,Mostly Cloudy
2013-05-20D12:00:00.000000000,24.7,18.9,70,140,15,24.1,99.45,31,,Mostly Cloudy
2013-05-20D13:00:00.000000000,26.1,19.3,66,170,17,24.1,99.4,33,,Mostly Cloudy
2013-05-20D14:00:00.000000000,26.1,18.6,63,150,15,24.1,99.37,33,,Mostly Cloudy
2013-05-20D15:00:00.000000000,25.1,17.7,64,150,22,24.1,99.25,31,,Mostly Cloudy
2013-05-20D16:00:00.000000000,22.9,16.7,68,140,17,24.1,99.17,28,,Mainly Clear
2013-05-20D17:00:00.000000000,22.3,16.6,70,140,19,24.1,99.11,27,,Mainly Clear
2013-05-20D18:00:00.000000000,21.7,16.9,74,130,15,24.1,99.07,27,,Mainly Clear
2013-05-20D19:00:00.000000000,22,17.1,74,110,17,24.1,99.1,27,,Mainly Clear
2013-05-20D20:00:00.000000000,21,16.8,77,80,6,24.1,99.18,26,,Mostly Cloudy
2013-05-20D21:00:00.000000000,20,16.5,80,90,11,24.1,99.21,25,,Mostly Cloudy
2013-05-20D22:00:00.000000000,18.7,17,90,300,9,16.1,99.35,,,"Thunderstorms,Rain Showers"
2013-05-20D23:00:00.000000000,18.2,17.7,97,110,9,19.3,99.15,,,Rain Showers
2013-05-21D00:00:00.000000000,17.9,17.7,99,210,9,19.3,99.12,,,"Thunderstorms,Rain Showers"
2013-05-21D01:00:00.000000000,17.1,17.1,100,170,11,9.7,99.04,,,Rain Showers
2013-05-21D02:00:00.000000000,17.2,17.1,99,200,6,12.9,99.02,,,Mostly Cloudy
2013-05-21D03:00:00.000000000,16.9,16.7,99,200,7,19.3,99.03,,,Mostly Cloudy
2013-05-21D04:00:00.000000000,16.9,16.3,96,220,6,19.3,99.04,,,Mostly Cloudy
2013-05-21D05:00:00.000000000,16.5,16.1,97,250,6,9.7,99.07,,,Fog
2013-05-21D06:00:00.000000000,17.6,16.7,94,230,6,12.9,99.08,,,Mainly Clear
2013-05-21D07:00:00.000000000,19.5,16.8,84,160,6,12.9,99.07,,,Mostly Cloudy
2013-05-21D08:00:00.000000000,20.4,17.6,84,140,13,16.1,99.01,26,,Mostly Cloudy
2013-05-21D09:00:00.000000000,19.6,16.6,83,140,11,16.1,99.01,,,Mostly Cloudy
2013-05-21D10:00:00.000000000,18.8,16.3,85,120,15,16.1,98.98,,,Mostly Cloudy
2013-05-21D11:00:00.000000000,21,17.6,81,140,11,16.1,98.95,27,,Mostly Cloudy
2013-05-21D12:00:00.000000000,22.3,18.8,81,160,17,16.1,98.85,29,,Mostly Cloudy
2013-05-21D13:00:00.000000000,22.1,18.5,80,160,15,12.9,98.82,28,,Mostly Cloudy
2013-05-21D14:00:00.000000000,21.7,18.7,83,130,15,12.9,98.83,28,,Mostly Cloudy
2013-05-21D15:00:00.000000000,24.6,19.5,73,100,17,12.9,98.74,32,,Mostly Cloudy
2013-05-21D16:00:00.000000000,22.5,18.1,76,110,19,12.9,98.69,29,,Mostly Cloudy
2013-05-21D17:00:00.000000000,21.5,17.5,78,70,13,16.1,98.78,27,,Mostly Cloudy
2013-05-21D18:00:00.000000000,19.8,19.2,96,10,13,16.1,98.86,,,Rain Showers
2013-05-21D19:00:00.000000000,19.6,19.1,97,90,7,24.1,98.79,,,Mostly Cloudy
2013-05-21D20:00:00.000000000,18.6,17.9,96,130,6,16.1,98.77,,,Mostly Cloudy
2013-05-21D21:00:00.000000000,18.3,17.4,94,240,4,19.3,98.81,,,Mostly Cloudy
2013-05-21D22:00:00.000000000,16.6,15.8,95,130,13,19.3,98.79,,,Mostly Cloudy
2013-05-21D23:00:00.000000000,14.8,14.5,98,90,7,16.1,98.82,,,Cloudy
2013-05-22D00:00:00.000000000,14.6,14.6,100,70,6,12.9,98.81,,,Mostly Cloudy
2013-05-22D01:00:00.000000000,15.2,15.2,100,40,9,4,98.77,,,Fog
2013-05-22D02:00:00.000000000,15.5,15.3,99,50,6,16.1,98.75,,,Mostly Cloudy
2013-05-22D03:00:00.000000000,15.3,14.9,97,90,6,16.1,98.74,,,Mostly Cloudy
2013-05-22D04:00:00.000000000,15,14.6,97,40,4,16.1,98.75,,,Mostly Cloudy
2013-05-22D05:00:00.000000000,14.9,14.4,97,30,13,6.4,98.75,,,Fog
2013-05-22D06:00:00.000000000,15.3,14.8,97,,0,6.4,98.78,,,Fog
2013-05-22D07:00:00.000000000,16,15.2,95,10,4,6.4,98.75,,,Fog
2013-05-22D08:00:00.000000000,17.5,15.8,90,150,6,8,98.79,,,Fog
2013-05-22D09:00:00.000000000,16.3,14.5,89,140,9,8,98.77,,,Fog
2013-05-22D10:00:00.000000000,18,15.4,85,170,9,16.1,98.78,,,Mostly Cloudy
2013-05-22D11:00:00.000000000,18.6,15.7,83,130,9,16.1,98.75,,,Rain Showers
2013-05-22D12:00:00.000000000,19.1,17.1,88,160,9,16.1,98.72,,,Rain Showers
2013-05-22D13:00:00.000000000,20.8,18.5,87,150,9,16.1,98.62,27,,Mostly Cloudy
2013-05-22D14:00:00.000000000,22.4,17.7,75,170,11,24.1,98.54,28,,Mostly Cloudy
2013-05-22D15:00:00.000000000,24.7,18.3,68,160,17,24.1,98.44,31,,Mainly Clear
2013-05-22D16:00:00.000000000,23.8,17,66,160,15,24.1,98.35,29,,Mainly Clear
2013-05-22D17:00:00.000000000,21.2,19.5,90,250,19,24.1,98.36,28,,Rain Showers
2013-05-22D18:00:00.000000000,22.9,19.5,81,230,17,24.1,98.37,30,,Mostly Cloudy
2013-05-22D19:00:00.000000000,23.3,19,77,230,15,24.1,98.39,30,,Mostly Cloudy
2013-05-22D20:00:00.000000000,21.7,18.7,83,140,9,24.1,98.37,28,,Mostly Cloudy
2013-05-22D21:00:00.000000000,17.6,15.4,87,160,17,24.1,98.34,,,Mainly Clear
2013-05-22D22:00:00.000000000,17,14.8,87,150,9,24.1,98.38,,,Mostly Cloudy
2013-05-22D23:00:00.000000000,17.7,15.2,85,280,4,24.1,98.38,,,Mostly Cloudy
2013-05-23D00:00:00.000000000,19.3,16.2,82,250,13,24.1,98.44,,,Mostly Cloudy
2013-05-23D01:00:00.000000000,19.1,15.8,81,190,4,24.1,98.42,,,Mostly Cloudy
2013-05-23D02:00:00.000000000,16.7,14.9,89,140,9,24.1,98.4,,,Cloudy
2013-05-23D03:00:00.000000000,19.1,16.5,85,220,17,24.1,98.41,,,Mostly Cloudy
2013-05-23D04:00:00.000000000,18.8,16.5,86,210,19,24.1,98.41,,,Mostly Cloudy
2013-05-23D05:00:00.000000000,18.7,16.5,87,220,15,24.1,98.42,,,Mostly Cloudy
2013-05-23D06:00:00.000000000,18.4,16,86,230,15,24.1,98.46,,,Mostly Cloudy
2013-05-23D07:00:00.000000000,18.4,15.6,84,240,24,24.1,98.49,,,Mostly Cloudy
2013-05-23D08:00:00.000000000,19.9,15.5,76,240,22,24.1,98.54,,,Mostly Cloudy
2013-05-23D09:00:00.000000000,19.8,14.8,73,230,30,24.1,98.57,,,Mostly Cloudy
2013-05-23D10:00:00.000000000,20.3,14.9,71,240,30,24.1,98.58,,,Mostly Cloudy
2013-05-23D11:00:00.000000000,21.5,15,66,250,32,24.1,98.6,25,,Mostly Cloudy
2013-05-23D12:00:00.000000000,21.1,14.6,66,260,22,24.1,98.61,25,,Mostly Cloudy
2013-05-23D13:00:00.000000000,16.4,12.4,77,350,30,24.1,98.66,,,Rain Showers
2013-05-23D14:00:00.000000000,14.5,10,74,360,30,24.1,98.75,,,Mostly Cloudy
2013-05-23D15:00:00.000000000,10.2,6.9,80,350,35,24.1,98.82,,,Mostly Cloudy
2013-05-23D16:00:00.000000000,10.3,6.8,79,330,44,24.1,98.88,,,Mostly Cloudy
2013-05-23D17:00:00.000000000,9.2,6.6,84,350,37,24.1,98.97,,,Cloudy
2013-05-23D18:00:00.000000000,8.4,5.9,84,340,41,19.3,99.02,,,Cloudy
2013-05-23D19:00:00.000000000,7.5,5.9,90,350,39,12.9,99.11,,,Rain
2013-05-23D20:00:00.000000000,6.5,5.3,92,360,32,12.9,99.22,,,Rain
2013-05-23D21:00:00.000000000,5.6,4.5,93,350,41,11.3,99.35,,,Rain
2013-05-23D22:00:00.000000000,4.8,4,95,350,28,11.3,99.45,,,Rain
2013-05-23D23:00:00.000000000,4,3.1,94,350,30,11.3,99.53,,,Rain
2013-05-24D00:00:00.000000000,3.8,2.7,93,350,24,12.9,99.6,,,Cloudy
2013-05-24D01:00:00.000000000,4.1,3.2,94,350,33,24.1,99.62,,,Cloudy
2013-05-24D02:00:00.000000000,4.4,3.2,92,340,33,24.1,99.65,,,Rain Showers
2013-05-24D03:00:00.000000000,4.4,2.2,86,350,32,24.1,99.71,,,Cloudy
2013-05-24D04:00:00.000000000,4,1.6,84,350,28,24.1,99.77,,,Cloudy
2013-05-24D05:00:00.000000000,3.9,0.6,79,350,24,24.1,99.85,,,Mostly Cloudy
2013-05-24D06:00:00.000000000,3.9,0.9,81,350,33,24.1,99.92,,,Mostly Cloudy
2013-05-24D07:00:00.000000000,3.8,-0.3,75,350,37,24.1,100,,,Mostly Cloudy
2013-05-24D08:00:00.000000000,4.1,-1,69,350,37,24.1,100.13,,,Mostly Cloudy
2013-05-24D09:00:00.000000000,4.8,-0.2,70,350,35,24.1,100.16,,,Mostly Cloudy
2013-05-24D10:00:00.000000000,6.4,0.9,68,360,35,24.1,100.19,,,Mostly Cloudy
2013-05-24D11:00:00.000000000,7.3,1.1,65,350,32,24.1,100.2,,,Mostly Cloudy
2013-05-24D12:00:00.000000000,8.2,1.4,62,340,35,24.1,100.21,,,Mostly Cloudy
2013-05-24D13:00:00.000000000,9,1.5,59,350,28,24.1,100.22,,,Mostly Cloudy
2013-05-24D14:00:00.000000000,10.3,1.7,55,340,32,24.1,100.23,,,Mostly Cloudy
2013-05-24D15:00:00.000000000,10.5,1.8,55,320,32,24.1,100.24,,,Mostly Cloudy
2013-05-24D16:00:00.000000000,10.9,1.3,51,330,26,24.1,100.25,,,Mostly Cloudy
2013-05-24D17:00:00.000000000,10.6,1.2,52,330,28,24.1,100.25,,,Mainly Clear
2013-05-24D18:00:00.000000000,10.1,0.4,51,340,32,24.1,100.27,,,Mainly Clear
2013-05-24D19:00:00.000000000,8.8,-0.3,53,340,30,24.1,100.3,,,Mainly Clear
2013-05-24D20:00:00.000000000,8,-0.9,53,340,28,24.1,100.29,,,Clear
2013-05-24D21:00:00.000000000,7.3,-0.5,58,330,20,24.1,100.35,,,Clear
2013-05-24D22:00:00.000000000,6.7,0.1,63,320,20,24.1,100.39,,,Clear
2013-05-24D23:00:00.000000000,5.9,-0.1,65,330,22,24.1,100.39,,,Clear
2013-05-25D00:00:00.000000000,5.3,0.1,69,330,17,24.1,100.39,,,Clear
2013-05-25D01:00:00.000000000,4.9,0.4,73,330,20,24.1,100.41,,,Clear
2013-05-25D02:00:00.000000000,4.8,0.5,74,330,20,24.1,100.43,,,Clear
2013-05-25D03:00:00.000000000,4.4,0.6,76,330,22,24.1,100.4,,,Clear
2013-05-25D04:00:00.000000000,4.5,0.9,77,330,22,24.1,100.39,,,Mainly Clear
2013-05-25D05:00:00.000000000,4.6,1,77,330,22,24.1,100.4,,,Mainly Clear
2013-05-25D06:00:00.000000000,5.8,1.3,73,330,22,24.1,100.47,,,Mostly Cloudy
2013-05-25D07:00:00.000000000,6.9,1.6,69,340,20,24.1,100.49,,,Mainly Clear
2013-05-25D08:00:00.000000000,8.4,1.8,63,360,19,24.1,100.48,,,Mainly Clear
2013-05-25D09:00:00.000000000,10,1,54,350,20,24.1,100.47,,,Mainly Clear
2013-05-25D10:00:00.000000000,10.8,-0.3,46,340,33,24.1,100.48,,,Mainly Clear
2013-05-25D11:00:00.000000000,12.2,1.9,49,320,33,24.1,100.46,,,Mainly Clear
2013-05-25D12:00:00.000000000,12.6,1.4,46,340,32,24.1,100.37,,,Mainly Clear
2013-05-25D13:00:00.000000000,13.5,0.9,42,330,37,24.1,100.32,,,Clear
2013-05-25D14:00:00.000000000,13.5,1.4,44,330,33,24.1,100.31,,,Mainly Clear
2013-05-25D15:00:00.000000000,13.6,2.4,47,350,32,24.1,100.31,,,Mainly Clear
2013-05-25D16:00:00.000000000,13.2,1.5,45,350,30,24.1,100.29,,,Clear
2013-05-25D17:00:00.000000000,13.7,1.1,42,350,30,24.1,100.29,,,Clear
2013-05-25D18:00:00.000000000,13.2,0.7,42,330,33,24.1,100.27,,,Clear
2013-05-25D19:00:00.000000000,12.5,0.6,44,320,30,24.1,100.27,,,Mainly Clear
2013-05-25D20:00:00.000000000,11.4,0.3,46,340,24,24.1,100.25,,,Mainly Clear
2013-05-25D21:00:00.000000000,10.5,0.5,50,330,30,24.1,100.28,,,Mainly Clear
2013-05-25D22:00:00.000000000,9.4,0.7,55,330,26,24.1,100.29,,,Clear
2013-05-25D23:00:00.000000000,8.7,0.4,56,340,26,24.1,100.27,,,Clear
2013-05-26D00:00:00.000000000,7.8,0.9,62,340,26,24.1,100.27,,,Clear
2013-05-26D01:00:00.000000000,7.6,1,63,340,22,24.1,100.23,,,Clear
2013-05-26D02:00:00.000000000,7.6,1,63,320,20,24.1,100.22,,,Clear
2013-05-26D03:00:00.000000000,6.9,1.1,67,320,19,24.1,100.21,,,Clear
2013-05-26D04:00:00.000000000,6.7,1.1,67,330,20,24.1,100.22,,,Clear
2013-05-26D05:00:00.000000000,7,1.1,66,330,22,24.1,100.28,,,Clear
2013-05-26D06:00:00.000000000,8.2,1.6,63,330,24,24.1,100.31,,,Clear
2013-05-26D07:00:00.000000000,9.4,2,60,330,20,24.1,100.34,,,Clear
2013-05-26D08:00:00.000000000,11.1,1.8,53,340,17,24.1,100.38,,,Clear
2013-05-26D09:00:00.000000000,12.5,0.5,44,350,22,24.1,100.35,,,Clear
2013-05-26D10:00:00.000000000,13.2,0.9,43,330,24,24.1,100.35,,,Clear
2013-05-26D11:00:00.000000000,14.2,-0.1,37,330,28,24.1,100.34,,,Clear
2013-05-26D12:00:00.000000000,15.7,0.2,35,310,22,24.1,100.31,,,Clear
2013-05-26D13:00:00.000000000,17.2,0.7,33,330,17,24.1,100.31,,,Clear
2013-05-26D14:00:00.000000000,17.3,1.7,35,350,28,24.1,100.25,,,Clear
2013-05-26D15:00:00.000000000,16.5,0.4,34,350,30,24.1,100.29,,,Clear
2013-05-26D16:00:00.000000000,16.3,-2.4,28,340,28,24.1,100.26,,,Clear
2013-05-26D17:00:00.000000000,15.6,-1.4,31,340,26,24.1,100.25,,,Clear
2013-05-26D18:00:00.000000000,15.2,-0.9,33,340,28,24.1,100.22,,,Clear
2013-05-26D19:00:00.000000000,14.7,-0.8,34,330,26,24.1,100.21,,,Clear
2013-05-26D20:00:00.000000000,13.2,-1,37,320,11,24.1,100.21,,,Clear
2013-05-26D21:00:00.000000000,12.4,-0.2,42,310,11,24.1,100.24,,,Clear
2013-05-26D22:00:00.000000000,10.7,0.1,48,290,7,24.1,100.27,,,Clear
2013-05-26D23:00:00.000000000,9.7,0.2,52,270,11,24.1,100.28,,,Clear
2013-05-27D00:00:00.000000000,7.4,0.7,62,270,11,24.1,100.33,,,Clear
2013-05-27D01:00:00.000000000,7.2,1.2,66,290,13,24.1,100.35,,,Clear
2013-05-27D02:00:00.000000000,7.3,1.6,67,310,11,24.1,100.36,,,Clear
2013-05-27D03:00:00.000000000,6.7,1.3,68,310,11,24.1,100.36,,,Clear
2013-05-27D04:00:00.000000000,6,1.4,72,310,6,24.1,100.36,,,Clear
2013-05-27D05:00:00.000000000,6.4,1.3,70,,0,24.1,100.36,,,Mainly Clear
2013-05-27D06:00:00.000000000,8.6,2.9,67,360,6,24.1,100.37,,,Mainly Clear
2013-05-27D07:00:00.000000000,10.4,2.5,58,300,6,24.1,100.42,,,Mainly Clear
2013-05-27D08:00:00.000000000,13.9,2.3,45,350,11,24.1,100.43,,,Mainly Clear
2013-05-27D09:00:00.000000000,16,3.7,44,20,6,24.1,100.38,,,Mainly Clear
2013-05-27D10:00:00.000000000,18.3,4.2,39,240,9,24.1,100.36,,,Mainly Clear
2013-05-27D11:00:00.000000000,19,2.7,34,170,9,24.1,100.31,,,Mainly Clear
2013-05-27D12:00:00.000000000,19.6,4.5,37,180,15,24.1,100.26,,,Mainly Clear
2013-05-27D13:00:00.000000000,20.9,4.6,34,170,17,24.1,100.16,,,Mainly Clear
2013-05-27D14:00:00.000000000,20.9,2.3,29,,19,24.1,100.13,,,Mainly Clear
2013-05-27D15:00:00.000000000,20.2,0.8,27,170,17,24.1,100.09,,,Mostly Cloudy
2013-05-27D16:00:00.000000000,20.5,-0.3,25,160,19,24.1,100.03,,,Mostly Cloudy
2013-05-27D17:00:00.000000000,20.6,2,29,150,19,24.1,99.99,,,Mostly Cloudy
2013-05-27D18:00:00.000000000,19.5,2.2,32,160,17,24.1,99.97,,,Mostly Cloudy
2013-05-27D19:00:00.000000000,18.6,1.8,32,180,13,24.1,99.93,,,Mostly Cloudy
2013-05-27D20:00:00.000000000,17.4,0.7,32,180,9,24.1,99.9,,,Mostly Cloudy
2013-05-27D21:00:00.000000000,16.7,-0.2,32,170,6,24.1,99.94,,,Mostly Cloudy
2013-05-27D22:00:00.000000000,16.5,-0.3,32,140,6,24.1,99.97,,,Cloudy
2013-05-27D23:00:00.000000000,15.1,1.5,40,160,7,24.1,99.98,,,Cloudy
2013-05-28D00:00:00.000000000,13.7,3.2,49,140,6,24.1,99.94,,,Cloudy
2013-05-28D01:00:00.000000000,13.4,3,49,150,4,24.1,99.9,,,Cloudy
2013-05-28D02:00:00.000000000,13.6,2.7,48,110,4,24.1,99.82,,,Cloudy
2013-05-28D03:00:00.000000000,13.6,2.5,47,100,11,24.1,99.7,,,Cloudy
2013-05-28D04:00:00.000000000,14.2,3.3,48,100,9,24.1,99.66,,,Cloudy
2013-05-28D05:00:00.000000000,13.6,5.7,59,110,15,24.1,99.69,,,Rain
2013-05-28D06:00:00.000000000,12.2,7.5,73,110,9,24.1,99.75,,,Rain
2013-05-28D07:00:00.000000000,11,8.6,85,90,9,14.5,99.76,,,Rain
2013-05-28D08:00:00.000000000,10.6,9.3,92,60,13,19.3,99.68,,,Rain
2013-05-28D09:00:00.000000000,10.8,10.4,97,100,11,6.4,99.67,,,"Rain,Fog"
2013-05-28D10:00:00.000000000,11.1,10.8,98,100,9,8,99.65,,,"Rain,Fog"
2013-05-28D11:00:00.000000000,11,10.5,97,100,11,8,99.63,,,Fog
2013-05-28D12:00:00.000000000,11.6,11.6,100,110,9,3.2,99.63,,,"Drizzle,Fog"
2013-05-28D13:00:00.000000000,12,11.9,99,80,11,8,99.6,,,Fog
2013-05-28D14:00:00.000000000,12.5,12.3,99,90,11,9.7,99.56,,,Fog
2013-05-28D15:00:00.000000000,12.9,12.6,98,110,17,9.7,99.41,,,"Rain,Fog"
2013-05-28D16:00:00.000000000,12.6,12.3,98,50,11,9.7,99.48,,,"Rain,Fog"
2013-05-28D17:00:00.000000000,12.5,12.5,100,30,9,2.8,99.47,,,"Heavy Rain,Fog"
2013-05-28D18:00:00.000000000,12.5,12.5,100,60,13,2.4,99.33,,,"Thunderstorms,Rain,Fog"
2013-05-28D19:00:00.000000000,13.4,13.4,100,110,11,2.4,99.27,,,Fog
2013-05-28D20:00:00.000000000,14.3,14.3,100,140,11,0.2,99.23,,,Fog
2013-05-28D21:00:00.000000000,14.4,14.4,100,130,6,0.2,99.26,,,Fog
2013-05-28D22:00:00.000000000,14.6,14.6,100,80,6,4.8,99.22,,,Fog
2013-05-28D23:00:00.000000000,14.5,14.5,100,90,4,4.8,99.22,,,"Rain Showers,Fog"
2013-05-29D00:00:00.000000000,14.4,14.4,100,30,17,6.4,99.16,,,"Thunderstorms,Heavy Rain,Fog"
2013-05-29D01:00:00.000000000,15.8,15.2,96,140,7,9.7,99.12,,,"Rain,Fog"
2013-05-29D02:00:00.000000000,16.6,15.4,93,170,9,9.7,99.07,,,"Rain,Fog"
2013-05-29D03:00:00.000000000,16.2,15.3,94,160,7,9.7,99.17,,,Rain
2013-05-29D04:00:00.000000000,15.6,14.9,96,130,19,9.7,99.01,,,"Heavy Rain,Fog"
2013-05-29D05:00:00.000000000,14.9,14.9,100,160,7,0.8,99.13,,,Fog
2013-05-29D06:00:00.000000000,14.8,14.8,100,150,7,0.8,99.15,,,Fog
2013-05-29D07:00:00.000000000,16.2,16.2,100,150,7,11.3,99.16,,,Mostly Cloudy
2013-05-29D08:00:00.000000000,21.2,19.7,91,240,11,24.1,99.15,29,,Mainly Clear
2013-05-29D09:00:00.000000000,22.4,19,81,240,19,24.1,99.14,29,,Mostly Cloudy
2013-05-29D10:00:00.000000000,20.9,19.4,91,250,17,24.1,99.16,28,,Cloudy
2013-05-29D11:00:00.000000000,22.9,20.2,85,220,22,24.1,99.2,31,,Mostly Cloudy
2013-05-29D12:00:00.000000000,23.4,20.3,83,250,20,24.1,99.24,31,,Cloudy
2013-05-29D13:00:00.000000000,21.7,20.8,95,230,30,11.3,99.25,30,,Heavy Rain
2013-05-29D14:00:00.000000000,24.3,21.6,85,260,20,19.3,99.3,33,,Mostly Cloudy
2013-05-29D15:00:00.000000000,26.3,20,68,260,32,24.1,99.3,34,,Mostly Cloudy
2013-05-29D16:00:00.000000000,26.8,19.9,66,260,26,24.1,99.27,34,,Mainly Clear
2013-05-29D17:00:00.000000000,26.5,19.6,66,270,32,24.1,99.29,34,,Mainly Clear
2013-05-29D18:00:00.000000000,26,19.2,66,270,33,24.1,99.33,33,,Mainly Clear
2013-05-29D19:00:00.000000000,24.9,19.4,72,270,19,24.1,99.37,32,,Mostly Cloudy
2013-05-29D20:00:00.000000000,23.3,19.1,77,260,17,24.1,99.37,30,,Mostly Cloudy
2013-05-29D21:00:00.000000000,21.6,19.1,86,260,13,24.1,99.42,28,,Mainly Clear
2013-05-29D22:00:00.000000000,20.6,19.1,91,290,4,24.1,99.47,27,,Mainly Clear
2013-05-29D23:00:00.000000000,21.2,19.2,88,190,6,24.1,99.51,28,,Mostly Cloudy
2013-05-30D00:00:00.000000000,20.9,19,89,200,6,24.1,99.55,28,,Mostly Cloudy
2013-05-30D01:00:00.000000000,20,18.7,92,,0,24.1,99.59,27,,Mainly Clear
2013-05-30D02:00:00.000000000,19.5,18.5,94,,0,24.1,99.57,,,Mainly Clear
2013-05-30D03:00:00.000000000,19.4,18.5,95,250,4,24.1,99.65,,,Mostly Cloudy
2013-05-30D04:00:00.000000000,19.3,18.4,95,310,4,24.1,99.66,,,Mostly Cloudy
2013-05-30D05:00:00.000000000,18.8,18.2,96,280,6,16.1,99.71,,,Mostly Cloudy
2013-05-30D06:00:00.000000000,20.6,18.9,90,190,7,19.3,99.73,27,,Clear
2013-05-30D07:00:00.000000000,22,19.2,84,150,6,19.3,99.77,29,,Clear
2013-05-30D08:00:00.000000000,24,19.4,75,200,4,19.3,99.79,31,,Mainly Clear
2013-05-30D09:00:00.000000000,26,20.8,73,150,7,24.1,99.81,34,,Clear
2013-05-30D10:00:00.000000000,27.2,21,69,170,9,24.1,99.79,36,,Clear
2013-05-30D11:00:00.000000000,29.2,19.9,57,230,15,24.1,99.79,37,,Mostly Cloudy
2013-05-30D12:00:00.000000000,29.6,18.5,51,250,22,24.1,99.75,36,,Mainly Clear
2013-05-30D13:00:00.000000000,29.2,19.5,56,210,26,24.1,99.72,36,,Mostly Cloudy
2013-05-30D14:00:00.000000000,30.3,19.7,53,230,20,24.1,99.7,38,,Mostly Cloudy
2013-05-30D15:00:00.000000000,29.6,18.5,51,190,22,24.1,99.64,36,,Mostly Cloudy
2013-05-30D16:00:00.000000000,28.7,18.9,55,220,24,24.1,99.65,35,,Mostly Cloudy
2013-05-30D17:00:00.000000000,28.6,19.2,57,220,19,24.1,99.64,36,,Mainly Clear
2013-05-30D18:00:00.000000000,28.4,19.1,57,220,20,24.1,99.62,35,,Mainly Clear
2013-05-30D19:00:00.000000000,27.5,17.9,56,210,24,24.1,99.64,33,,Mostly Cloudy
2013-05-30D20:00:00.000000000,25.8,18.2,63,220,9,24.1,99.64,32,,Mainly Clear
2013-05-30D21:00:00.000000000,24.8,18.8,69,220,13,24.1,99.66,31,,Mainly Clear
2013-05-30D22:00:00.000000000,24.5,18.4,69,210,11,24.1,99.63,31,,Mainly Clear
2013-05-30D23:00:00.000000000,24,17.9,69,210,9,24.1,99.64,30,,Mostly Cloudy
2013-05-31D00:00:00.000000000,23,18.1,74,210,11,24.1,99.63,29,,Mainly Clear
2013-05-31D01:00:00.000000000,23,18.6,76,210,11,24.1,99.61,29,,Mainly Clear
2013-05-31D02:00:00.000000000,21.8,18.3,81,200,7,24.1,99.59,28,,Mainly Clear
2013-05-31D03:00:00.000000000,21.9,18.1,79,190,6,24.1,99.59,28,,Clear
2013-05-31D04:00:00.000000000,21.2,18,82,170,6,24.1,99.59,27,,Mainly Clear
2013-05-31D05:00:00.000000000,21.6,17.7,78,210,9,24.1,99.62,27,,Mainly Clear
2013-05-31D06:00:00.000000000,22.5,18.1,76,160,4,24.1,99.63,29,,Mainly Clear
2013-05-31D07:00:00.000000000,23.6,19,75,210,9,24.1,99.63,30,,Mainly Clear
2013-05-31D08:00:00.000000000,24.8,18.6,68,210,15,24.1,99.63,31,,Mainly Clear
2013-05-31D09:00:00.000000000,26,19.6,68,150,9,24.1,99.59,33,,Mainly Clear
2013-05-31D10:00:00.000000000,26.9,20.1,66,150,11,24.1,99.55,35,,Mainly Clear
2013-05-31D11:00:00.000000000,27.6,20,63,160,17,24.1,99.56,35,,Mainly Clear
2013-05-31D12:00:00.000000000,29.6,19.5,55,190,22,24.1,99.48,37,,Mainly Clear
2013-05-31D13:00:00.000000000,29.9,20.3,56,220,26,24.1,99.42,38,,Mainly Clear
2013-05-31D14:00:00.000000000,29.7,18.8,52,200,24,24.1,99.34,36,,Mostly Cloudy
2013-05-31D15:00:00.000000000,28.7,19.9,59,180,20,24.1,99.3,36,,Cloudy
2013-05-31D16:00:00.000000000,29.2,19.8,57,190,15,24.1,99.25,37,,Cloudy
2013-05-31D17:00:00.000000000,29,18.3,52,210,24,24.1,99.26,35,,Cloudy
